personaje_id,universo_id,nombre,rol,hiperfoco,regulacion_emocional,sensorialidad,comunicacion,aprendizaje,sociabilidad,propiocepcion,funcion_ejecutiva,estilo_comunicacion,estilo_aprendizaje,estilo_socializacion,perfil_sensorial,justificacion,descripcion,url_imagen
36,1,Lavender Brown,aliado,4,2,3,3,3,4,2,2,verbal_directo,asociativo,grupal,neutro,"Hiperfoco en relaciones románticas y adivinación. Drama emocional constante y obsesión con Ron. Expansiva, necesita grupo y vínculos constantes. Actúa por sentimiento sin planificar.","Lavender es una estudiante de Gryffindor cuyo arco más recordado es su relación dramática con Ron en el sexto libro. Es entusiasta, emocional y completamente sincera en todo lo que siente, lo que la hace vulnerable pero también genuina.",https://static.wikia.nocookie.net/harrypotter/images/b/b6/Lavender_Brown_HBP.jpg/revision/latest/scale-to-width-down/400?cb=20180203062638
37,1,Parvati Patil,aliado,1,3,3,3,3,4,3,3,verbal_directo,asociativo,grupal,neutro,Interés en adivinación y moda sin obsesión excluyente. Más estable emocionalmente que Lavender. Expansiva e integrada en su grupo social. Amistades sólidas especialmente con Lavender.,"Parvati es la gemela de Padma y compañera de dormitorio de Hermione. Comparte con Lavender el entusiasmo por la Adivinación y es la acompañante de Harry al Baile de Navidad en el cuarto libro, una velada que no sale especialmente bien para ninguno de los dos.",https://static.wikia.nocookie.net/harrypotter/images/3/31/Parvati_Patil_headshot.jpg/revision/latest/scale-to-width-down/544?cb=20240912010507
38,1,Colin Creevey,aliado,5,3,3,4,3,4,3,3,verbal_directo,practico,grupal,neutro,"Hiperfoco absoluto en Harry Potter y la fotografía — lo sigue con su cámara constantemente. Muy expresivo sin filtros sobre su admiración. Expansivo y entusiasta, se acerca a cualquiera sin inhibición.","Colin es el primer año que llega a Hogwarts con una cámara fotográfica y una admiración sin límites por Harry Potter. Es entusiasta hasta el exceso, curioso y completamente ajeno al protocolo no escrito de no hacer tantas preguntas. Su presencia en la Batalla de Hogwarts, cuando regresa siendo menor de edad para luchar, dice todo lo que hay que saber sobre su carácter.",https://static.wikia.nocookie.net/harrypotter/images/4/48/Colin_Creevey.jpg/revision/latest/scale-to-width-down/529?cb=20231210174806
39,1,Justin Finch-Fletchley,aliado,2,2,2,3,4,3,2,3,verbal_directo,teorico,grupal,neutro,Formación privilegiada — iba a ir a Eton antes de recibir su carta de Hogwarts. Desconfianza ante lo desconocido — sospecha de Harry en libro 2. Hufflepuff integrado en su grupo.,Justin es un estudiante muggle-nacido de Hufflepuff que inicialmente desconfía de Harry después del incidente con la serpiente en el duelo. Es un personaje secundario cuya historia apunta a las tensiones dentro de Hogwarts sobre los orígenes de los alumnos.,https://static.wikia.nocookie.net/harrypotter/images/1/16/Justin_Finch-Fletchley_%28McGonagall%27s_Class%29_%281%29.png/revision/latest?cb=20180308172742
40,1,Dobby,aliado,5,2,4,3,4,3,4,3,verbal_directo,practico,intimo,neutro,Hiperfoco absoluto en proteger a Harry — por encima de su propia seguridad. Desregulación frecuente con llanto y autocastigo. Magia de elfo muy poderosa. Percepción del entorno superior. Aparición y desaparición con control preciso y rapidez excepcional.,"Dobby es el elfo doméstico más famoso de la saga, el primero en romper con un amo que lo maltrataba y en elegir la libertad aunque eso significara castigarse a sí mismo cada vez que intentaba desobedecer. Su lealtad hacia Harry es absoluta y desinteresada. Su muerte protegiendo a sus amigos es uno de los momentos más emotivos de la saga, el de alguien que murió libre y querido.",https://static.wikia.nocookie.net/harrypotter/images/8/82/Dobby.jpg/revision/latest/scale-to-width-down/536?cb=20230712061949
41,1,Kreacher,aliado,5,1,4,2,4,2,3,3,verbal_indirecto,practico,autonomo,neutro,Hiperfoco absoluto en la familia Black y sus reliquias. Rencor acumulado durante décadas — desregulación profunda. Magia de elfo poderosa. Percepción del entorno superior. Evoluciona hacia lealtad genuina a Harry cuando es tratado con respeto.,"Kreacher es el elfo doméstico de la familia Black, un ser amargado y lleno de resentimientos acumulados durante décadas de servicio en una familia oscura. Su transformación a lo largo de los últimos libros, cuando Harry aprende a tratarlo con respeto y descubre la historia que hay detrás de su amargura, es uno de los arcos más sutiles y más honestos de la saga sobre cómo el trato que recibimos moldea lo que nos convertimos.",https://static.wikia.nocookie.net/harrypotter/images/d/d4/Kreacher_HPE.jpg/revision/latest/scale-to-width-down/505?cb=20100621114028
42,1,Peeves,antagonista,5,1,4,4,2,3,4,2,verbal_directo,practico,grupal,buscador,Hiperfoco absoluto en el caos y las bromas — su única razón de existir. Sin regulación emocional — actúa por impulso puro. Busca activamente estimulación sensorial. Control del espacio físico excepcional para lanzar objetos con precisión.,"Peeves tiene una creatividad para el caos que es, en su propio género, un talento genuino. Décadas inventando maneras nuevas de interrumpir, molestar y desestabilizar, siempre con un sentido del momento perfecto. Pese a ser un obstáculo constante para cualquiera que intente hacer algo serio en Hogwarts, en la Batalla final dirige esa misma creatividad contra los enemigos del castillo con una eficacia que nadie esperaba.",https://static.wikia.nocookie.net/harrypotter/images/0/01/Peeves_-_Bob_Venables_PM.gif/revision/latest/scale-to-width-down/386?cb=20171018234135
43,1,Argus Filch,antagonista,5,1,3,2,1,1,3,3,verbal_directo,practico,autonomo,neutro,Hiperfoco absoluto en las normas y el castigo — colecciona instrumentos de tortura esperando poder usarlos. Amargura y rencor crónicos por ser squib. Vínculo real únicamente con la señora Norris. Frustración constante con los libros de magia por correspondencia.,"Filch tiene una dedicación al trabajo y un conocimiento de Hogwarts que ningún otro personaje iguala. Conoce cada pasadizo, cada norma y cada rincón del castillo con una precisión que viene de décadas de atención constante. Pese a usar ese conocimiento para perseguir y castigar alumnos con un placer que va más allá de la disciplina, su historia es la de alguien atrapado en un mundo al que pertenece a medias, lo que explica, aunque no justifica, su amargura.",https://static.wikia.nocookie.net/harrypotter/images/c/c8/Mainfulcd.jpg/revision/latest?cb=20200413210532
44,1,James Potter,aliado,1,3,2,4,4,5,4,4,verbal_directo,practico,grupal,neutro,Inmaduro en los primeros años pero madura significativamente. Carismático y líder natural — los Merodeadores giran en torno a él. Animago y buscador excepcional. Organiza y lidera a los Merodeadores con planificación real.,"James es el padre de Harry, un mago brillante y popular en Hogwarts que en sus años de estudiante fue también arrogante y cruel con quien percibía más débil. Su historia, contada en fragmentos a través de los recuerdos de otros, muestra a alguien que maduró después, que se convirtió en el líder que prometía ser y que murió intentando proteger a su familia. Harry tiene que reconciliar al chico que fue con el héroe que recuerdan quienes lo amaron.",iconografia/personajes/james_potter.jpg
45,1,Lily Potter,aliado,1,5,2,4,5,4,3,4,verbal_directo,teorico,grupal,neutro,Regulación emocional excepcional — su amor por Harry genera el encantamiento protector que da origen a toda la saga. Una de las mejores de su generación en pociones y encantamientos. Amistades diversas siendo muggle-nacida. Miembro activa de la Orden desde joven.,"Lily es la madre de Harry, una bruja muggle-nacida excepcionalmente talentosa cuya magia de sacrificio es la que protege a Harry durante diecisiete años. Fue la mejor alumna de Pociones de su generación y la persona cuyo amor fue literalmente más poderoso que la magia más oscura. Su amistad con Snape y su ruptura con él cuando no pudo aceptar el camino que él eligió es uno de los arcos secundarios más ricos de la saga.",iconografia/personajes/lily_potter.jpg
46,1,Fleur Delacour,aliado,2,4,4,3,4,3,4,3,verbal_directo,practico,intimo,neutro,Herencia de Veela — percepción sensorial diferente que afecta a los que la rodean. Lealtad incondicional a Bill tras el ataque de Fenrir — su verdadero carácter emerge en los momentos difíciles. Campeona de Beauxbatons. Arrogancia inicial que evoluciona hacia vínculos profundos.,"Fleur es la campeona de Beauxbatons en el Torneo de los Tres Magos, una veela parcial que deja a la mayoría de los chicos sin poder articular una frase coherente. Pero Fleur es mucho más que su apariencia: es competente, orgullosa y tiene una lealtad inquebrantable que demuestra cuando insiste en quedarse con Bill después de que Fenrir Greyback lo ataca.",https://static.wikia.nocookie.net/harrypotter/images/1/1e/Fleur_Delacour.jpg/revision/latest/scale-to-width-down/450?cb=20220718183655
47,1,Viktor Krum,aliado,5,3,4,2,3,2,5,3,verbal_indirecto,practico,autonomo,buscador,"Hiperfoco absoluto en el Quidditch — famoso mundial con 18 años. El mejor Buscador del mundo — percepción sensorial y conciencia corporal excepcionales. Introvertido y reservado, cómodo únicamente con Hermione fuera del Quidditch.","Krum es el campeón de Durmstrang y el mejor buscador de su generación, famoso en todo el mundo mágico antes de cumplir los veinte años. Callado, torpe socialmente y completamente perdido fuera del campo de quidditch, su amistad con Hermione es uno de los vínculos más inesperados del cuarto libro.",https://static.wikia.nocookie.net/harrypotter/images/9/93/Viktor_Krum_promo_Yule_Ball.png/revision/latest?cb=20120207173113
48,1,Pansy Parkinson,antagonista,1,2,2,3,3,3,2,3,verbal_directo,teorico,grupal,neutro,Crueldad como mecanismo de defensa. Miedo en momentos clave — propone entregar a Harry en libro 7. Necesita grupo y posición social pero sin vínculos reales profundos.,"Pansy tiene un liderazgo social real dentro de su grupo, una capacidad de influir en el ambiente y de marcar el tono que pocos personajes secundarios poseen. Pese a usar ese liderazgo para reforzar la crueldad del grupo y para el momento más cobarde de la saga cuando propone entregar a Harry, representa algo importante: cómo el entorno puede dirigir el talento hacia los peores lugares.",https://static.wikia.nocookie.net/harrypotter/images/8/81/Pansy_Parkinson_infobox.png/revision/latest/scale-to-width-down/453?cb=20141024191624
49,1,Vincent Crabbe,antagonista,1,1,2,1,1,2,3,1,verbal_directo,practico,grupal,neutro,Sin rasgos destacados propios — seguidor sin criterio propio. Desregulación extrema en libro 7 — pierde el control del Fuego Vivo y muere por ello. Violento cuando tiene poder.,"Crabbe tiene la lealtad simple y sin condiciones de quien sigue a alguien sin cuestionarlo. Pese a que esa lealtad ciega lo lleva a cometer actos irresponsables con consecuencias irreversibles, hay algo en la constancia de su presencia junto a Draco durante años que habla de un vínculo que, aunque mal construido, era real.",https://static.wikia.nocookie.net/harrypotter/images/b/ba/Vincent_Crabbe.jpg/revision/latest/scale-to-width-down/422?cb=20091224183746
50,1,Gregory Goyle,antagonista,1,2,2,1,1,2,3,1,verbal_directo,practico,grupal,neutro,"Seguidor sin criterio propio, ligeramente más contenido que Crabbe. Sin rasgos académicos ni sociales destacados. Presencia física intimidatoria al servicio de Draco.","Goyle comparte con Crabbe esa lealtad sin fisuras, pero su historia termina de manera diferente: sobrevive. Pese a haber sido durante años la sombra silenciosa de Draco, esa supervivencia es también su historia, y lo que haga con ella queda fuera del relato.",https://static.wikia.nocookie.net/harrypotter/images/e/e7/Gregory_Goyle_DH2.jpg/revision/latest?cb=20180306163743
51,1,Myrtle Warren,aliado,3,1,3,3,2,1,2,2,verbal_indirecto,asociativo,autonomo,hipersensible,"Desregulación profunda y crónica — llanto constante, victimismo extremo, incapaz de superar su muerte. Vive en el baño por rechazo social previo. Hipersensibilidad emocional extrema. Vínculos muy selectivos — Harry y Draco en momentos de vulnerabilidad.","Myrtle es el fantasma del baño de chicas, la estudiante muggle-nacida que murió en el segundo piso cuando el basilisco abrió los ojos y cuyos restos fantasmales llevan décadas habitando las cañerías de Hogwarts. Dramática, llorona y profundamente sola, su historia es la de alguien que en vida fue tan ignorado por los demás que en la muerte sigue buscando atención de cualquier forma.",https://static.wikia.nocookie.net/harrypotter/images/b/b8/Myrtle_Warren_profile.png/revision/latest/scale-to-width-down/450?cb=20170113020338
52,2,Lyra Belacqua,protagonista,2,3,3,4,4,4,3,3,verbal_directo,practico,grupal,neutro,Determinación obsesiva cuando se pone un objetivo pero sin hiperfoco constante. La mejor embaucadora de su generación — lee la Aletiómetro sin formación. Líder natural que conecta con cualquiera. Madura emocionalmente a lo largo de la trilogía.,"Lyra es la protagonista de La Materia Oscura, una niña criada entre los académicos de Oxford que no sabe todavía que el destino del mundo depende de sus elecciones. Impulsiva, mentirosa compulsiva y con un instinto para la verdad que contradice su facilidad para la mentira, Lyra navega mundos paralelos armada con el aletiómetro, un instrumento que dice la verdad a quien sabe leerlo. Su viaje es el de alguien que crece descubriendo que lo que creía saber sobre sí misma y sobre el mundo era solo la superficie.",iconografia/personajes/lyra_belaqua.jpg
53,2,Will Parry,protagonista,2,4,2,3,4,2,4,5,verbal_directo,practico,autonomo,neutro,Extraordinariamente estable para su edad — carga con responsabilidades de adulto desde niño. Portador del cuchillo sutil — control corporal excepcional. Cuida a su madre solo durante años sin derrumbarse.,"Will es el co-protagonista de La Materia Oscura, un chico de nuestro mundo que lleva años cuidando de su madre enferma y buscando a su padre desaparecido. Serio, protector y con una madurez que no debería tener a su edad, Will se convierte en el portador del Cuchillo Sutil, un arma capaz de cortar entre mundos. Su historia es la de alguien que nunca tuvo infancia y que en el proceso de encontrar a su padre descubre quién es él.",iconografia/personajes/will_parry.jpg
54,2,Mrs. Coulter,antagonista,4,3,2,2,5,3,3,5,verbal_indirecto,teorico,autonomo,neutro,Hiperfoco en el poder y el control. Brillante e inteligente — domina cualquier campo que necesita. Desregulación profunda cuando Lyra está en peligro. Maneja la Iglesia y la CGB simultáneamente.,"Mrs. Coulter es una de las mentes más brillantes y estratégicas de la trilogía, capaz de moverse en múltiples mundos con una adaptabilidad y una persuasión que resultan magnéticas. Pese a haber causado un daño enorme a niños y a Lyra específicamente, su historia completa revela un amor que nunca supo expresarse de ninguna otra manera que no fuera el control. Ese amor, aunque distorsionado hasta lo irreconocible, es real, y en los momentos finales lo demuestra de la única manera que puede.",iconografia/personajes/mrs_coulter.jpg
55,2,Lord Asriel,antagonista,5,2,2,3,5,2,3,5,verbal_directo,teorico,autonomo,neutro,Hiperfoco absoluto en derrotar a la Autoridad — sacrifica todo incluyendo a Roger. Genio científico y filosófico. Construye un ejército para derrotar a la Autoridad durante décadas.,"Lord Asriel tiene una visión y una determinación que mueven el mundo literalmente. Su inteligencia científica, su carisma y su capacidad de arrastrar a otros con la fuerza de su convicción son extraordinarios. Pese a cruzar líneas que ningún otro personaje cruzaría, incluyendo algunas que lo hacen imperdonable para muchos lectores, su guerra contra la Autoridad parte de una rebeldía que tiene algo de genuinamente liberador. Es el tipo de personaje que hace el bien y el mal en proporciones que no se pueden separar fácilmente.",iconografia/personajes/lord_asriel.jpeg
56,2,Iorek Byrnison,aliado,2,2,3,3,3,2,5,4,verbal_directo,practico,autonomo,neutro,Engañado y desterrado cuando estaba vulnerable — desregulación profunda que lo destruyó durante años. Guerrero excepcional — control corporal y conciencia del combate sobresalientes. Rey de los osos con criterio y estrategia.,"Iorek es un oso acorazado panserbjørn, despojado de su armadura y de su honor por una trampa, que recupera ambos con la ayuda de Lyra. Los osos acorazados son criaturas de una integridad absoluta para quienes la armadura es el alma, y Iorek es el más formidable de todos. Su lealtad hacia Lyra es una de las relaciones más honestas de la trilogía, basada en el respeto mutuo y en una deuda que él siente como sagrada.",iconografia/personajes/iorek_byrnison.jpg
57,2,Farder Coram,mentor,2,5,2,4,4,4,2,4,verbal_directo,asociativo,intimo,neutro,La calma y sabiduría del grupo en momentos de crisis. Figura paterna natural para Lyra. Limitado físicamente por su enfermedad pero líder estratégico excepcional.,"Farder Coram es el consejero más anciano de los gitanos del agua, un hombre sabio y paciente que conoce el mundo mejor que nadie pero que ya no puede moverse por él con la libertad de antes. Su daimonion, una gata, refleja la calma y la observación que lo caracterizan. Es mentor y protector de Lyra en los primeros estadios de su viaje.",iconografia/personajes/farder_coram.jpg
58,2,Lee Scoresby,aliado,2,4,2,5,3,5,4,3,verbal_directo,practico,grupal,neutro,El comunicador más natural de la trilogía — carismático y humorístico. Piloto excepcional. Prefiere adaptarse a planificar. Sacrificio final por Lyra y Iorek.,"Lee es el aeronauta tejano que viaja en globo y que se convierte en uno de los aliados más fieles de Lyra y de Iorek. Pragmático, divertido y con un código de honor muy claro sobre a quién da su lealtad y por qué, Lee es uno de los personajes más queridos de la trilogía. Su final, luchando solo para dar tiempo a los demás, es uno de los momentos más heroicos de toda la historia.",iconografia/personajes/lee_scoresby.jpg
59,2,Serafina Pekkala,aliado,3,5,4,3,4,3,5,4,verbal_indirecto,asociativo,intimo,hipersensible,Regulación excepcional — siglos de vida enseñan a gestionar el dolor y la pérdida. Hipersensibilidad al entorno natural propia de las brujas. Vuelo excepcional. Las brujas aman una sola vez y para siempre.,"Serafina es la reina de uno de los clanes de brujas del norte, seres que viven cientos de años y que mantienen con los humanos una relación distante y ritual. Es poderosa, serena y tiene una perspectiva del tiempo completamente diferente a la humana. Su alianza con Lyra y los gitanos del agua la lleva a enfrentarse a la Iglesia con una claridad moral que los humanos rara vez alcanzan.",iconografia/personajes/serafina_pekkala.jpg
60,2,Roger Parslow,aliado,2,3,2,3,3,4,3,2,verbal_directo,practico,grupal,neutro,Mejor amigo incondicional de Lyra. Niño normal y equilibrado — leal y honesto. Su muerte es el detonante de toda la trilogía.,"Roger es el mejor amigo de Lyra en Oxford, el chico con quien creció jugando en los tejados del Jordan College. Su desaparición es lo que pone en marcha el viaje de Lyra, y su destino en manos de los Cortadores es el primer gran golpe de la trilogía. Es el recuerdo de lo que Lyra tenía antes de que todo cambiara.",iconografia/personajes/roger_parslow.jpg
61,2,Mary Malone,mentor,4,4,3,4,5,3,3,4,verbal_directo,teorico,intimo,neutro,Hiperfoco en la investigación de materia oscura. Científica brillante pionera en partículas de Sombra. Crisis de fe resuelta con madurez. Conecta con Lyra y Will de forma natural y honesta.,"Mary es una científica de Oxford que investiga partículas de polvo y que en el mundo de Lyra corresponde a una figura de una antigua historia. Su papel en la trilogía es el de alguien que llega sin saber exactamente por qué y que al final resulta ser una pieza indispensable. Es inteligente, honesta y tiene una calidad de presencia tranquila que hace que los demás quieran hablarle.",iconografia/personajes/mary_malone.jpg
62,2,Lord Faa,mentor,2,5,2,4,3,4,3,5,verbal_directo,practico,grupal,neutro,La calma y autoridad del líder en cualquier situación. Dirige la expedición al norte con precisión. Líder querido y respetado por su pueblo.,"Lord Faa es el rey de los gitanos del agua, el líder que organiza la expedición al norte para rescatar a los niños robados. Serio, justo y con una autoridad ganada con años de servicio a su comunidad, es la figura paterna de la expedición.",iconografia/personajes/lord_faa.jpeg
63,2,Ruta Skadi,aliado,3,4,4,3,3,3,5,3,verbal_directo,practico,autonomo,hipersensible,La lucha por la libertad es una constante durante siglos. Más guerrera que diplomática. Una de las mejores guerreras brujas. Actúa por convicción antes que por planificación.,"Ruta Skadi es una reina bruja, una de las más antiguas y poderosas, que odia a la Iglesia con una intensidad que viene de siglos de conflicto. Es una guerrera formidable y una líder carismática que arrastra a otros con la fuerza de su convicción.",iconografia/personajes/ruta_skadi.jpg
64,2,Xaphania,mentor,3,5,4,3,5,2,4,5,verbal_indirecto,teorico,autonomo,hipersensible,Sabiduría acumulada durante eones. Percepción del entorno completamente distinta a la humana. Lidera el ejército rebelde contra la Autoridad. Planificación a escala cósmica.,"Xaphania es un ángel, una de las criaturas más antiguas de la trilogía, que guía a Will y Lyra en los momentos finales de su viaje. Su sabiduría viene de haber existido más allá del tiempo humano, y sus palabras sobre la Polvo y el amor son el corazón filosófico de la conclusión de la historia.",iconografia/personajes/xaphania.jpg
65,2,Metatrón,antagonista,5,2,2,2,5,1,4,5,verbal_indirecto,teorico,autonomo,neutro,Hiperfoco absoluto en el control total de todos los mundos. Fue humano y ascendió — sabiduría de eones. Controla la Iglesia y la Autoridad desde las sombras. Las relaciones son instrumentos de control.,"Metatrón tiene el poder y la convicción de quien ha existido más allá del tiempo humano y que cree genuinamente que lo que hace es necesario. Pese a ser el instrumento de una opresión que abarca múltiples mundos, su certeza absoluta y su capacidad de actuar desde ella son rasgos que en otro contexto habrían definido a un gran líder.",iconografia/personajes/metatron.jpg
66,2,El padre Gomez,antagonista,5,3,2,2,3,2,3,4,verbal_indirecto,teorico,autonomo,neutro,Hiperfoco absoluto en cumplir la misión encomendada por la Iglesia. La fe como regulador emocional constante. Sigue el rastro de Mary Malone con paciencia y precisión metódica.,"El padre Gomez actúa desde una fe completamente sincera, sin doblez ni interés personal. Pese a que su misión es matar a Lyra, no hay en él crueldad ni odio: hay convicción. Esa pureza de propósito, aunque dirigida hacia algo que el lector rechaza, lo hace más perturbador que cualquier villano que disfrute del mal.",iconografia/personajes/padre_gomez.jpg
67,3,Ash,protagonista,5,2,2,3,3,4,3,1,directo-emocional,experiencial,abierto-empático,neutro,Hiperfoco total en Pokémon y ser Maestro. Impulsivo y desorganizado pero conecta fácil con personas y Pokémon.,"Ash Ketchum es el entrenador más famoso del anime Pokémon, el chico de Pueblo Paleta que salió de casa un día lluvioso con un Pikachu que no quería estar con él y que con el tiempo se convirtió en su mejor amigo y en Campeón del Mundo. A lo largo de más de veinte años de aventuras Ash demostró que la pasión, la empatía con los Pokémon y una capacidad casi sobrehumana para levantarse después de cada derrota pueden llevar tan lejos como el talento. Su estilo de batalla es intuitivo y basado en la confianza.",https://static.wikia.nocookie.net/pokemon/images/7/76/Ash_anime_The_Beginning.png/revision/latest?cb=20110507193331
68,3,Misty,protagonista,2,2,2,3,3,3,3,3,directo-brusco,competitivo-práctico,selectivo-leal,neutro,Pasión por Pokémon de agua pero no restringe su mundo. Temperamental y reactiva pero leal.,"Misty es la Líder del Gimnasio de Ciudad Celeste especializada en Pokémon de tipo Agua y la primera compañera de viaje de Ash. Directa, impaciente y con un temperamento que estalla con facilidad, esconde debajo de esa dureza una generosidad y una lealtad que la convierten en uno de los pilares del equipo. Su relación de amor-odio con Togepi y su sueño de convertirse en la mejor entrenadora de agua del mundo son dos de sus rasgos más constantes.",https://static.wikia.nocookie.net/pokemon/images/2/25/Misty_Let%27s_Go%2C_Pikachu%21_and_Let%27s_Go%2C_Eevee%21.png/revision/latest/scale-to-width-down/408?cb=20181120184447
69,3,Brock,protagonista,3,3,2,4,4,4,3,4,empático-mediador,metódico-investigador,cuidador-abierto,neutro,Figura de apoyo del grupo. Metódico y organizador. Pierde los papeles con las chicas.,"Brock es el antiguo Líder del Gimnasio de Ciudad Plateada, el cocinero del equipo y el que más veces ha caído enamorado de cualquier chica que aparezca en pantalla. Pero más allá del gag recurrente, Brock es el adulto responsable del grupo: el que planifica, el que cuida de los Pokémon heridos y el que tiene conocimientos de crianza y medicina que salvan situaciones repetidamente. Su sueño de ser médico Pokémon es el que finalmente persigue.",https://static.wikia.nocookie.net/pokemon/images/1/13/Brock_Let%27s_Go%2C_Pikachu%21_and_Let%27s_Go%2C_Eevee%21.png/revision/latest/scale-to-width-down/243?cb=20181120184438
70,3,Gary Oak,rival,3,3,2,3,4,2,3,4,directo-provocador,metódico-competitivo,selectivo-competitivo,neutro,Arrogante y competitivo. Evoluciona hacia la investigación. Organizado y con objetivos claros.,"Gary es el rival de Ash desde el primer día, el nieto del Profesor Oak y el chico que siempre parece ir un paso por delante. Arrogante y demostrativo en sus primeras apariciones, Gary tiene un arco de maduración interesante que lo lleva de rival condescendiente a científico Pokémon con una perspectiva completamente diferente sobre la relación con los Pokémon.",https://static.wikia.nocookie.net/pokemon/images/f/f6/Gary_Oak_anime_Journeys.png/revision/latest/scale-to-width-down/321?cb=20211001055536
71,3,Profesor Oak,mentor,5,4,2,4,5,3,2,4,didáctico-reflexivo,investigador-teórico,amable-distante,neutro,La investigación Pokémon consume su vida entera. Muy didáctico pero ensimismado en su trabajo.,"El Profesor Oak es el científico Pokémon más famoso de Kanto, el hombre que le da a Ash su primer Pokémon y que dedica su vida al estudio de la relación entre humanos y Pokémon. Sabio, curioso y con la costumbre de comunicarse con poemas que nadie más aprecia, es la figura de autoridad académica que conecta todas las regiones de la serie.",https://static.wikia.nocookie.net/pokemon/images/2/20/Professor_Oak_Let%27s_Go%2C_Pikachu%21_and_Let%27s_Go%2C_Eevee%21.png/revision/latest/scale-to-width-down/269?cb=20240818135603
72,3,Dawn,protagonista,2,3,2,4,3,4,3,3,expresivo-entusiasta,observacional-práctico,abierto-colaborativo,neutro,Coordinadora Pokémon. Optimista pero se derrumba ante el fracaso. Muy sociable y expresiva.,"Dawn es la compañera de Ash en la región Sinnoh, una coordinadora Pokémon que compite en concursos en lugar de en gimnasios. Optimista, perfeccionista y con un lema personal que repite en cada momento de duda, Dawn tiene una determinación para mejorar que la conecta emocionalmente con Ash aunque sus metas sean diferentes.",https://static.wikia.nocookie.net/pokemon/images/5/50/Dawn_Brilliant_Diamond_and_Shining_Pearl.png/revision/latest/scale-to-width-down/424?cb=20211008123205
73,3,Iris,protagonista,3,3,3,3,4,3,5,3,directo-sin filtro,intuitivo-observacional,selectivo-natural,hiperactivo-natural,Quiere ser Maestra de Pokémon Dragón. Creció en el bosque. Muy ágil físicamente.,"Iris es la compañera de Ash en la región Teselia, una chica que creció en el pueblo dragón y que tiene una conexión especial con los Pokémon de tipo Dragón. Libre, ágil y con la costumbre de llamar a Ash 'un chico pequeño' cada vez que hace algo impulsivo, Iris tiene una madurez natural que contrasta con su apariencia despreocupada.",https://static.wikia.nocookie.net/pokemon/images/6/60/Iris_Black_2_and_White_2.png/revision/latest?cb=20120714095239
74,3,Cilan,protagonista,4,4,4,4,4,4,3,4,teatral-elaborado,analítico-clasificador,cuidador-entusiasta,hipersensible-gustativo,Sommelier que evalúa todo constantemente. Muy sensible a sabores y olores. Figura de apoyo.,"Cilan es el Líder del Gimnasio de Ciudad Acero y sommelier Pokémon, alguien que analiza cada situación, cada Pokémon y cada batalla a través de la metáfora culinaria. Entusiasta, ceremonioso y con una tendencia a exagerar la pomposidad de sus análisis, Cilan es el compañero más verbal y teórico que ha tenido Ash.",https://static.wikia.nocookie.net/pokemon/images/7/79/Cilan.png/revision/latest/scale-to-width-down/360?cb=20250131181212
75,3,Serena,protagonista,2,3,2,3,3,3,3,3,reflexivo-cuidadoso,observacional-práctico,selectivo-leal,neutro,Coordinadora Pokémon. Insegura pero determinada. Aprende por imitación y observación.,"Serena es la compañera de Ash en la región Kalos, alguien que conoció a Ash de niña en un campamento y que se puso en marcha cuando lo vio en televisión. Persecuidora de su sueño de convertirse en Performer Pokémon, Serena tiene el arco de crecimiento personal más explícito de las compañeras de Ash y un vínculo emocional con él que la serie no termina de resolver.",https://static.wikia.nocookie.net/pokemon/images/a/a0/Serena_anime_XY_and_XYZ.png/revision/latest/scale-to-width-down/265?cb=20250515155034
76,3,Clemont,protagonista,4,3,2,3,5,2,1,3,técnico-nervioso,teórico-experimental,introvertido-leal,neutro,Inventor y Líder de Gimnasio. Muy torpe físicamente. Más cómodo con máquinas que personas.,"Clemont es el Líder del Gimnasio de Ciudad Luminalia y inventor aficionado cuyos inventos tienen la costumbre de explotar en el momento más inapropiado. Tímido, inteligente y con una relación entrañable con su hermana pequeña Bonnie, Clemont representa el tipo de genio que se siente más cómodo con los circuitos que con las personas.",https://static.wikia.nocookie.net/pokemon/images/4/49/Clemont.png/revision/latest/scale-to-width-down/461?cb=20240817142242
77,3,Tracey,protagonista,3,4,3,3,4,3,3,4,tranquilo-reflexivo,observacional-registrador,amable-tranquilo,hipersensible-visual,Observador y dibujante de Pokémon. Muy metódico y documentador. Acaba trabajando con Oak.,"Tracey es el compañero de Ash durante su viaje por las Islas Naranja, un observador Pokémon que documenta todo lo que ve con sus cuadernos de dibujo. Tranquilo, detallista y con un talento artístico genuino, Tracey es uno de los compañeros menos recordados de la serie pero tiene una presencia equilibrada y observadora que complementa bien el equipo.",https://static.wikia.nocookie.net/pokemon/images/7/7e/Tracey_Sketchit_anime_Black_%26_White.png/revision/latest/scale-to-width-down/508?cb=20211108030647
